Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_DailyRate,MonthlyIncome_JobLevel,YearsAtCompany_TotalWorkingYears,Age_Binned,MonthlyIncome_Binned,Income_to_Level_Ratio,Company_Loyalty,WorkLife_OverTime_Stress,JobRole_Hash_0,JobRole_Hash_1,JobRole_Hash_2,JobRole_Hash_3,JobRole_Hash_4,JobRole_Hash_5,JobRole_Hash_6,JobRole_Hash_7
29,1,2,350,0,13,3,0,1,1,56,2,1,1,0,2335,3157,4,1,15,3,4,3,4,3,3,2,2,2,0,10150,2335,8,0,0,1167.5,0.4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,0,2,1018,1,2,4,3,1,0,74,4,2,4,2,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7,32576,10110,70,1,1,1685.0,0.6363636363636364,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0,2,619,2,1,3,2,2,1,85,3,2,3,1,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,21665,9434,165,1,0,1572.3333333333333,0.6875,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,0,2,622,1,2,4,1,3,0,81,3,2,4,1,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,26124,8178,100,2,0,1363.0,0.9090909090909091,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,1,1,504,1,10,3,3,1,1,61,3,3,3,0,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0,18648,30144,17,1,2,2512.0,0.05555555555555555,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,0,2,750,1,12,3,1,2,0,47,3,2,1,0,4448,10748,2,0,12,3,2,1,15,3,3,7,4,7,7,30000,8896,105,1,0,1482.6666666666667,0.4375,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
56,1,2,1162,1,24,2,1,1,1,97,3,1,4,2,2587,10261,1,0,16,3,4,0,5,3,3,4,2,1,0,65072,2587,20,3,0,1293.5,0.6666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,0,1,1069,1,2,1,1,4,1,45,2,2,3,1,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9,36346,19094,100,1,2,3182.3333333333335,0.9090909090909091,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,0,2,480,1,7,2,3,2,0,31,3,2,1,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,14880,8612,169,1,0,1435.3333333333333,0.9285714285714286,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
39,0,1,1218,1,1,1,1,2,1,52,3,5,3,0,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,47502,95985,441,1,2,3199.5,0.9545454545454546,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0,2,479,1,7,4,3,1,1,35,3,1,4,2,2972,22061,1,0,13,3,3,0,1,4,1,1,0,0,0,16286,2972,1,1,0,1486.0,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0,2,153,1,8,2,1,2,0,73,4,3,1,1,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,4590,34248,72,0,2,2854.0,0.8,2,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0,1,322,1,28,2,3,4,0,59,4,4,3,1,13247,9731,2,1,11,3,2,1,24,3,2,5,3,0,2,16744,52988,120,3,2,2649.4,0.2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,0,2,482,1,3,3,4,3,1,36,3,3,3,1,9434,9606,1,0,15,3,3,1,10,2,3,10,7,7,8,17834,28302,100,1,2,2358.5,0.9090909090909091,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,0,2,638,1,8,2,3,3,0,91,4,2,3,1,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3,20416,10350,45,1,1,1725.0,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0,2,392,2,2,4,3,4,1,93,3,2,4,0,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4,12936,11010,36,1,1,1835.0,0.8571428571428571,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18,1,0,247,1,8,1,3,3,1,80,3,1,3,2,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0,4446,1904,0,0,0,952.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,1,2,465,1,2,2,1,1,0,39,3,1,1,1,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7,15345,2707,117,1,0,1353.5,0.6428571428571429,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,0,0,1313,1,1,2,3,2,1,59,2,1,3,0,2008,20439,1,0,12,3,3,3,1,2,2,1,1,0,0,43329,2008,1,1,0,1004.0,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,0,1,1012,1,5,4,1,2,1,75,2,1,4,0,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3,30360,3761,50,0,0,1880.5,0.45454545454545453,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,2,164,2,2,2,3,2,1,61,2,3,3,1,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0,5904,22788,100,1,1,1899.0,0.9090909090909091,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,0,1,692,1,11,3,5,4,0,73,3,2,3,1,6323,26849,1,0,11,3,1,1,10,2,4,10,9,9,4,27680,12646,100,1,1,2107.6666666666665,0.9090909090909091,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,0,0,691,1,9,3,3,4,1,57,3,1,2,0,2024,5970,6,0,18,3,4,1,6,1,1,2,2,2,2,18657,2024,12,0,0,1012.0,0.2857142857142857,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0,2,715,1,1,3,1,4,1,76,2,5,4,2,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0,34320,91325,25,2,2,3044.1666666666665,0.038461538461538464,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0,2,589,2,9,2,2,2,1,46,2,2,2,1,4189,8800,1,0,14,3,1,2,5,2,3,5,2,0,3,21793,8378,25,1,0,1396.3333333333333,0.8333333333333334,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,0,2,328,1,1,3,3,3,1,86,2,1,3,1,3690,3425,2,0,15,3,4,1,5,2,2,3,2,0,2,16400,3690,15,2,0,1845.0,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,0,2,991,1,6,3,1,3,0,71,3,1,4,1,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,25766,2659,9,0,0,1329.5,0.75,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,0,2,201,1,1,4,1,2,0,95,3,1,1,0,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2,8442,2576,40,2,0,1288.0,0.5555555555555556,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,0,2,1066,1,2,2,3,4,1,32,4,2,4,1,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,27716,10944,64,0,1,1824.0,0.8888888888888888,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25,0,2,1280,1,7,1,3,4,1,64,2,1,4,1,2889,26897,1,0,11,3,3,2,2,2,3,2,2,2,1,32000,2889,4,0,0,1444.5,0.6666666666666666,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1,1,562,2,8,2,5,2,1,50,3,2,3,1,6796,23452,3,1,14,3,1,1,18,4,3,4,3,1,3,28100,13592,72,2,1,2265.3333333333335,0.21052631578947367,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,0,1,1469,1,9,4,3,4,1,35,3,1,2,0,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,58760,3617,3,1,0,1808.5,0.25,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0,2,898,0,6,2,3,3,1,38,3,4,4,2,16437,17381,1,1,21,4,4,0,21,2,3,21,7,7,7,35920,65748,441,1,2,3287.4,0.9545454545454546,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0,1,1456,1,1,4,3,1,0,30,2,3,1,2,7484,25796,3,0,20,4,3,0,23,1,2,13,12,12,8,74256,22452,299,3,1,1871.0,0.5416666666666666,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28,1,2,654,1,1,2,1,1,0,67,1,1,2,2,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7,18312,2216,70,0,0,1108.0,0.6363636363636364,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0,1,1184,2,2,4,3,2,1,62,3,2,2,1,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,47360,8654,0,1,0,1442.3333333333333,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,0,2,1003,1,8,4,1,4,0,74,2,2,1,0,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,46138,9230,304,2,0,1538.3333333333333,0.8,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0,2,523,1,2,3,1,3,1,98,3,2,4,2,4661,22455,1,0,13,3,3,0,9,4,3,9,8,8,8,20920,9322,81,1,0,1553.6666666666667,0.9,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0,2,1069,1,1,3,1,2,0,42,2,2,4,2,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,35277,13898,30,1,1,2316.3333333333335,0.7142857142857143,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53,0,2,1219,2,2,4,1,1,0,78,2,4,4,1,15427,22021,2,0,16,3,3,0,31,3,3,25,8,3,7,64607,61708,775,3,2,3085.4,0.78125,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0,2,202,2,2,1,5,3,1,72,3,1,2,1,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,6060,2476,1,0,0,1238.0,0.5,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
40,0,2,1342,2,9,2,3,1,1,47,3,2,1,1,5473,19345,0,0,12,3,4,0,9,5,4,8,4,7,1,53680,10946,72,1,1,1824.3333333333333,0.8,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,0,1,505,1,2,4,5,3,0,64,3,3,3,2,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8,19695,32814,380,1,2,2734.5,0.9047619047619048,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,0,2,157,1,1,3,3,3,1,95,3,1,1,2,2867,20006,0,0,13,3,4,0,8,6,2,7,7,7,6,4082,2867,56,0,0,1433.5,0.7777777777777778,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52,0,2,1323,1,2,3,1,3,0,89,2,1,4,2,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2,68796,3212,12,3,0,1606.0,0.2857142857142857,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,0,0,697,1,10,3,3,3,0,40,3,3,3,1,11031,26862,4,0,20,4,3,1,13,2,4,11,7,4,8,21607,33093,143,1,2,2757.75,0.7857142857142857,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,2,1299,1,27,3,3,3,1,94,3,2,3,1,5237,16577,6,0,13,3,2,2,17,3,2,7,7,7,7,46764,10474,119,1,1,1745.6666666666667,0.3888888888888889,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,0,1,693,1,7,3,1,4,1,57,4,1,3,0,2610,15748,1,0,11,3,4,3,4,2,3,4,2,0,3,26334,2610,16,1,0,1305.0,0.8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0,0,495,1,2,1,1,3,1,37,3,4,3,1,17861,26582,0,1,13,3,4,0,21,3,2,20,8,2,10,20790,71444,420,2,2,3572.2,0.9090909090909091,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,2,433,0,1,3,0,3,1,37,4,1,3,1,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,16454,2844,49,1,0,1422.0,0.875,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,0,2,1383,0,2,3,1,4,0,42,2,2,4,1,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4,53937,10408,65,1,1,1734.6666666666667,0.35714285714285715,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,1,2,391,1,7,1,1,4,1,75,3,1,2,2,2472,26092,1,1,23,4,1,0,1,2,3,1,0,0,0,8602,2472,1,0,0,1236.0,0.5,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1,2,240,0,22,1,0,4,1,58,1,1,3,1,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,5760,1555,1,0,0,777.5,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47,0,2,202,1,2,2,4,3,0,33,3,4,4,1,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0,9494,67008,676,2,2,3350.4,0.9629629629629629,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0,2,661,1,9,2,1,2,1,61,3,1,1,1,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1,29084,2559,64,2,0,1279.5,0.8888888888888888,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0,2,566,1,7,2,3,4,1,75,3,3,3,0,10845,24208,6,0,13,3,2,1,13,3,3,8,7,0,7,26036,32535,104,2,2,2711.25,0.5714285714285714,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,1,1,988,0,23,3,0,2,0,43,3,3,1,0,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,33592,29850,33,1,2,2487.5,0.25,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,1,0,1479,2,24,3,1,2,0,100,4,4,2,2,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,59160,52776,22,1,2,2638.8,0.043478260869565216,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,0,2,1288,2,29,4,5,3,1,33,3,3,2,1,9250,17799,3,0,12,3,2,1,9,3,3,4,2,1,3,38640,27750,36,0,2,2312.5,0.4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49,0,2,527,1,8,2,4,1,0,51,3,3,2,1,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7,25823,22209,754,2,1,1850.75,0.8666666666666667,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,0,2,685,2,26,5,2,3,1,60,2,5,4,1,19586,23037,1,0,21,4,3,1,36,3,3,36,6,2,13,37675,97930,1296,3,2,3264.3333333333335,0.972972972972973,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1,1,334,2,26,4,2,3,0,52,2,2,1,2,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1,10020,13392,54,0,1,2232.0,0.6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,0,1,1395,1,26,3,3,2,0,54,3,2,2,0,5605,8504,1,0,11,3,1,1,20,2,3,20,7,2,13,55800,11210,400,1,1,1868.3333333333333,0.9523809523809523,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0,0,1450,1,3,3,3,3,1,79,2,1,3,0,2566,25326,1,1,15,3,4,1,1,2,2,1,1,0,1,39150,2566,1,0,0,1283.0,0.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,2,548,1,1,3,1,2,1,66,3,2,2,1,6220,7346,1,0,17,3,2,2,10,3,3,10,4,0,9,17536,12440,100,1,1,2073.3333333333335,0.9090909090909091,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0,2,661,2,7,2,2,1,0,78,2,3,4,1,10934,20715,7,1,18,3,4,1,35,3,3,5,2,0,4,35033,32802,175,3,2,2733.5,0.1388888888888889,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,0,2,1354,1,2,4,5,2,1,41,3,1,2,1,2226,6073,1,0,11,3,3,1,6,3,2,5,3,1,2,36558,2226,30,0,0,1113.0,0.7142857142857143,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0,2,828,2,2,1,1,2,1,77,3,2,4,2,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,25668,13164,60,1,1,2194.0,0.5454545454545454,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,0,2,325,1,10,4,5,4,0,63,3,3,3,1,7094,5747,3,0,12,3,1,0,10,0,3,7,7,1,7,11700,21282,70,1,1,1773.5,0.6363636363636364,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,1,2,763,2,15,2,3,1,1,59,1,2,4,0,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2,26705,10880,14,1,1,1813.3333333333333,0.25,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,0,2,557,1,18,4,1,4,1,35,3,2,1,0,5410,11189,6,1,17,3,3,1,9,3,2,4,3,1,2,23394,10820,36,2,1,1803.3333333333333,0.4,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0,2,918,2,6,3,2,4,1,35,3,3,3,2,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,37638,27723,100,2,2,2310.25,0.9090909090909091,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,1,1,306,2,26,4,1,1,0,100,3,2,1,1,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,13770,8572,5,2,0,1428.6666666666667,0.16666666666666666,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,0,1,888,0,10,4,0,3,1,71,3,2,3,1,6077,14814,3,0,11,3,3,0,10,2,3,6,3,1,2,33744,12154,60,1,1,2025.6666666666667,0.5454545454545454,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,0,1,379,2,5,2,1,2,1,48,3,2,2,1,6524,8891,1,0,14,3,4,1,10,3,3,10,8,5,3,12128,13048,100,1,1,2174.6666666666665,0.9090909090909091,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,0,2,1153,1,6,2,4,4,0,40,2,1,3,1,3702,16376,1,0,11,3,2,1,5,3,3,5,4,0,4,43814,3702,25,1,0,1851.0,0.8333333333333334,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,0,2,572,2,10,3,3,3,1,46,3,2,4,2,4684,9125,1,0,13,3,1,0,5,4,3,5,3,1,2,14872,9368,25,0,0,1561.3333333333333,0.8333333333333334,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,1,2,1102,2,1,2,1,2,0,94,3,2,4,2,5993,19479,8,1,11,3,1,0,8,0,1,6,4,0,5,45182,11986,48,2,1,1997.6666666666667,0.6666666666666666,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,0,2,342,2,16,4,2,4,1,66,2,2,3,0,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0,12654,12668,9,1,1,2111.3333333333335,0.1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,0,2,332,0,17,3,4,2,1,51,2,3,1,2,7988,9769,1,0,13,3,1,0,10,3,2,10,9,0,9,9628,23964,100,0,1,1997.0,0.9090909090909091,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,0,2,1315,1,3,4,4,4,1,35,3,5,4,1,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,57860,97565,52,2,2,3252.1666666666665,0.07407407407407407,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1,2,1079,2,16,4,2,1,1,70,3,3,3,1,8161,19002,2,0,13,3,1,3,10,2,3,1,0,0,0,33449,24483,10,1,1,2040.25,0.09090909090909091,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,1,2,626,1,1,2,1,1,1,98,2,3,3,2,5381,19294,9,1,13,3,4,0,23,2,3,1,0,0,0,30048,16143,23,2,1,1345.25,0.041666666666666664,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,0,2,929,2,10,3,2,4,1,55,3,2,4,2,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8,29728,10792,100,1,1,1798.6666666666667,0.9090909090909091,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,0,0,667,1,1,4,1,3,1,57,3,2,3,0,6306,26236,1,0,21,4,1,1,13,2,2,13,12,1,9,37352,12612,169,3,1,2102.0,0.9285714285714286,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,0,2,363,1,1,3,5,3,0,77,1,3,1,0,10252,4235,2,1,21,4,3,1,17,2,3,7,7,7,7,13068,30756,119,1,2,2563.0,0.3888888888888889,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19,1,0,504,1,10,3,3,1,0,96,2,1,2,2,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0,9576,1859,1,0,0,929.5,0.5,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0,2,581,1,9,3,3,3,1,62,4,1,3,1,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4,13944,4401,25,0,0,2200.5,0.8333333333333334,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,0,1434,2,8,4,1,1,1,76,2,3,1,2,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9,51624,22761,100,1,1,1896.75,0.9090909090909091,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,0,2,1372,2,18,1,1,1,1,93,4,2,3,1,6232,12477,2,0,11,3,2,0,6,3,2,3,2,1,2,34300,12464,18,0,1,2077.3333333333335,0.42857142857142855,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,0,2,352,0,6,1,3,4,1,87,2,1,2,1,2804,15434,1,0,11,3,4,0,1,3,3,1,0,0,0,10208,2804,1,0,0,1402.0,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,0,2,132,1,6,3,1,2,0,55,4,1,4,1,3038,22002,3,0,12,3,2,0,5,3,3,1,0,0,0,4752,3038,5,1,0,1519.0,0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,0,2,1090,2,10,3,2,4,1,83,3,1,2,0,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,31610,2297,4,0,0,1148.5,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
24,0,2,1353,2,3,2,4,1,0,33,3,2,3,1,4999,17519,0,0,21,4,1,1,4,2,2,3,2,0,2,32472,9998,12,0,1,1666.3333333333333,0.6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,0,2,267,1,29,4,1,3,0,49,2,1,2,2,2837,15919,1,0,13,3,3,0,6,3,3,6,2,4,1,8544,2837,36,1,0,1418.5,0.8571428571428571,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,0,0,105,1,9,3,1,4,1,87,3,5,4,2,19431,15302,2,0,13,3,3,0,21,3,2,6,0,1,3,4095,97155,126,1,2,3238.5,0.2727272727272727,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0,2,1206,2,23,2,1,4,1,80,3,3,3,2,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2,49446,21246,42,2,1,1770.5,0.09090909090909091,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,0,2,1450,1,15,2,1,4,1,52,3,5,2,1,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3,66700,95405,100,2,2,3180.1666666666665,0.15384615384615385,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1,2,318,1,8,4,4,2,1,77,1,1,1,1,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7,9222,2119,49,0,0,1059.5,0.875,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,1,1,534,1,20,3,1,1,1,66,3,3,3,1,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,16554,29472,12,1,2,2456.0,0.07692307692307693,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,0,2,571,2,14,3,3,3,0,78,3,2,3,1,4591,24200,3,1,17,3,3,1,11,4,2,5,4,1,2,26837,9182,55,2,0,1530.3333333333333,0.4166666666666667,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,1,2,890,1,2,4,3,3,1,46,3,1,3,2,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1,24920,4382,10,0,0,2191.0,0.3333333333333333,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0,0,489,1,23,3,3,2,1,67,3,2,2,1,2042,25043,4,0,12,3,3,1,17,3,4,3,2,1,2,21516,4084,51,2,0,680.6666666666666,0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,1,2,1122,1,6,3,3,4,1,70,3,1,1,1,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2,43758,2404,16,1,0,1202.0,0.2222222222222222,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,0,0,829,1,1,1,1,3,1,88,2,3,3,2,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8,24870,25422,132,0,2,2118.5,0.8461538461538461,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,0,2,818,0,6,2,3,2,1,52,3,1,3,1,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,48262,2267,14,3,0,1133.5,0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,0,2,895,1,15,2,1,1,1,50,3,1,3,0,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,25060,2207,16,0,0,1103.5,0.8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,0,0,439,1,9,3,1,3,1,70,3,2,2,2,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,17121,13564,45,1,1,2260.6666666666665,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,0,2,316,2,8,4,2,4,1,54,3,1,2,1,3875,9983,7,0,15,3,4,1,4,2,3,2,2,2,2,15800,3875,8,2,0,1937.5,0.4,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
44,0,2,1448,2,28,3,3,4,0,53,4,4,4,1,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,63712,53280,276,2,2,2664.0,0.5,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,1,1,827,1,29,4,3,1,0,54,2,2,3,2,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,27291,9016,182,1,0,1502.6666666666667,0.8666666666666667,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
